,Title,Genre,Network,Summary
47,A Promise with the Gods,"['Melodrama', 'Family']",MBC,"This drama is about how two married couples will do whatever it takes to save their children. Thatâ€™s without taking into account that theyâ€™ll leave ethics and morals to one side in order to do it.</p><p>Seo Ji Young (<a href=""https://star.koreandrama.org/han-chae-young/"" rel=""noopener"" target=""_blank"">Han Chae Young</a>) is an anchorwoman and talk show host who is also fiercely devoted to her children. Meanwhile, Kim Jae Wook (<a href=""https://star.koreandrama.org/bae-soo-bin/"" rel=""noopener"" target=""_blank"">Bae Soo Bin</a>) is the heir to a large architecture firm who is willing to lay everything on the line and stand up against his family in order to protect his children."
48,Priest,"['Supernatural', 'Thriller', 'Horror', 'Medical']",OCN,"Oh Soo Min (<a href=""https://star.koreandrama.org/yun-woo-jin/"" rel=""noopener"" target=""_blank"">Yun Woo Jin</a>) is a dutiful young Catholic priest, filled with energy. He is a member 643 Regia. The group performs exorcisms unofficially. In the past, his own mother was possessed by a devil. She could not receive an exorcism and she consequently died. After that, Oh Soo Min was taught by Priest Moon Ki Sun (<a href=""https://star.koreandrama.org/park-yong-woo/"" rel=""noopener"" target=""_blank"">Park Yong Woo</a>) on how to perform exorcisms. Moon Ki Sun is the person who formed 643 Regia.</p><p>Meanwhile, Ham Eun Ho (<a href=""https://star.koreandrama.org/jung-yoo-mi-1984/"" rel=""noopener"" target=""_blank"">Jung Yoo Mi</a>) became a doctor after her family went through an unfortunate accident. She wants to save the lives of people. Now, Ham Eun Ho works in the emergency room of a hospital. Ham Eun Ho does not believe in God, but she witnesses a supernatural phenomenon and meets Priest Oh Soo Min. She faces a big change in her life."
49,Sky Castle,"['Family', 'Comedy']",jTBC,"The drama is set in a four-story apartment building in Seoulâ€™s suburbs, which is inhabited by some professionals such as judges, prosecutors, doctors, professors and their wives.</p><p>It will depict their efforts to have their children admitted into good universities. Some grew up in families with many generations of doctors or lawyers. Thus, their ambitions will be shown with comedy and realism."
50,Children of Nobody,"['Mystery', 'Thriller']",MBC,"This drama is about a woman, whose life suddenly falls apart due to an accident too sudden to prevent, becoming involved in several incidents as she searches for the truth.</p><p>Cha Woo Kyung (<a href=""https://star.koreandrama.org/kim-sun-ah/"" rel=""noopener"" target=""_blank"">Kim Sun Ah</a>), works as a childrenâ€™s counselor in a childrenâ€™s center. She has it all, her life is perfect. She enjoys her job, she is married to a gentle and caring husband and is pregnant with her second child. It all changes when suddenly an accident changes her life. From that point forward she will have to face several incidents and end up discovering the truth.</p><p>Meanwhile, Kang Ji Hun (<a href=""https://star.koreandrama.org/lee-yi-kyung/"" rel=""noopener"" target=""_blank"">Lee Yi Kyung</a>), works as a detective. He firmly believes that criminals should be punished by law. He suffers a lot because of a traumatic past that he doesnâ€™t want to talk about."
51,The Last Empress,"['Fantasy', 'Suspense', 'Romance']",SBS,"In an alternate-reality South Korea, where a constitutional monarchical system prevails, Oh Sunny (<a href=""http://star.koreandrama.org/jang-nara/"" rel=""noopener"" target=""_blank"">Jang Na Ra</a>), a musical actress, becomes the empress of the country. Thus begins a dispute for power in the royal palace. Nothing is what it seems, and Oh Sunny is ready to fight until the end to uncover a mysterious homicide within the royal palace, fighting to protect those she loves the most and obtain happiness."
52,Top Star Yoo Baek,"['Romance', 'Comedy']",tvN,"Yoo Baek (<a href=""https://star.koreandrama.org/kim-ji-suk/"" rel=""noopener"" target=""_blank"">Kim Ji Suk</a>) is a former idol star, who became a household name as an actor, but heâ€™s a vain, unapologetic narcissist. When he gets into some major trouble, he is exiled to a remote island for a little image damage control. In for the culture shock of his life, far from civilization, he falls for a local island girl, Oh Kang Soon (<a href=""https://star.koreandrama.org/jun-so-min/"" rel=""noopener"" target=""_blank"">Jeon So Min</a>)."
53,Godâ€™s Quiz (Season 5),"['Medical', 'Crime', 'Mystery']",OCN,
54,Feel Good To Die,"['Fantasy', 'Office', 'Romance', 'Comedy']",KBS2,"This drama is based on webcomic <em>â€œJookeodo Joaâ€</em> by <em>â€œê³¨ë“œí‚¤ìœ„ìƒˆ / Goldkiwisaeâ€</em> which was published from 2015-April-7 to 2016-October-25 via â€œ<a href=""http://webtoon.daum.net/webtoon/view/verygood"" rel=""noopener"" target=""_blank"">webtoon.daum.net</a>â€œ.</p><p>Lee Roo Da (<a href=""https://star.koreandrama.org/baek-jin-hee/"" rel=""noopener"" target=""_blank"">Baek Jin Hee</a>) tries to reform her boss Baek Jin Sang (<a href=""https://star.koreandrama.org/kang-ji-hwan/"" rel=""noopener"" target=""_blank"">Kang Ji Hwan</a>) to become a better person and a better boss.</p><p>Baek Jin Sang is a team leader of a company. The team members, including Lee Roo Da, do not like him at all. He is mean and arrogant to the employees. He always believes he is right. On the night of April 14th, Lee Roo Da has a dream of her boss being hit by a truck. The next morning she wakes up and finds that it is still April 14thâ€¦"
55,Eun Jooâ€™s Room,"['Romance', 'Comedy']",Oâ€™live,
56,Mama Fairy and the Woodcutter,"['Fantasy', 'Romance', 'Comedy']",tvN,"This is a 100% pre-produced drama that is based on webtoon <em>â€œê³„ë£¡ì„ ë…€ì „/Tale of Gyeryong Fairyâ€</em> by <em>â€œëŒë°° / Dol Baeâ€</em> which was first published from 2017-March-1 via <em>â€œ<a href=""http://comic.naver.com/webtoon/list.nhn?titleId=693431"" rel=""noopener"" target=""_blank"">comic.naver.com/webtoon/</a>â€œ</em>.</p><p>Sun Ok Nam (<a href=""http://star.koreandrama.org/moon-chae-won/"" rel=""noopener"" target=""_blank"">Moon Chae Won</a>) is a fairy, who came down from Heaven during the Goryeo period and took a bath at a waterfall on Gyeryong Mountain. While she took the bath, a woodcutter took her winged fairy clothes and hid them. Because of this, she could not return to Heaven. She ended up marrying the woodcutter and they had two children together, but then her husband died from falling off of a cliff. She tried to find her fairy clothes, but couldnâ€™t, so she decides to wait for husband to be reincarnated.</p><p>Now in the present day, sheâ€™s 699 years old and appears like a grandmother to most, but special people can see her true form, as a beautiful young woman. She runs a strange little coffee shop tucked away in the mountains that serves special hand-ground coffee. When she gets a feeling that one of two men visiting her coffee shop from Seoul is her reincarnated husband, she decides to follow them to Seoul to find out."
57,Itâ€™s My Life,"['Melodrama', 'Family']",,
58,I Picked up a Star on the Road,"['Romance', 'Comedy', 'Youth']",Oksusu,This drama is about a young girl who meet up a world class superstar on the road one day.
59,Fluttering Warning,['Romance'],MBN,"This drama is based on a popular web novel of the same title by <em>â€œì„œí•œê²° / Seo Han Kyulâ€</em> which was published from 2016-Dec-5 to 2017-Mar-4 via <a href=""http://shiftbooks.yes24.com/Detail/3777"" rel=""noopener"" target=""_blank"">shiftbooks.yes24.com</a>.</p><p>A dermatologist, Cha Woo Hyun (<a href=""https://star.koreandrama.org/chun-jung-myung/"" rel=""noopener"" target=""_blank"">Chun Jung Myung</a>) is extremely popular with women, but he doesnâ€™t have much interest in dating. Yoon Yo Jung (<a href=""https://star.koreandrama.org/yoon-eun-hye/"" rel=""noopener"" target=""_blank"">Yoon Eun Hye</a>) is a famous actress, who hasnâ€™t been able to date another man since rumors started to spread 15 years ago. By mere coincidence, they decide to establish a contract in which they decide to â€œpretendâ€ to others that they are dating and in love with each other."
60,The Sound of Your Heart: Reboot (Season 1),"['Comedy', 'Sitcom']",Netflix,"This drama is not a sequel of <a href=""https://www.koreandrama.org/the-sound-of-your-heart/"" rel=""noopener"" target=""_blank""><em>â€œThe Sound of Your Heart (KBS2)â€</em></a>, but rather a remake that will faithfully adapt the webcomic <a href=""https://en.wikipedia.org/wiki/The_Sound_of_Heart"" rel=""noopener"" target=""_blank""><em>â€œë§ˆìŒì˜ì†Œë¦¬ / The Sound of Your Heartâ€</em></a> by Jo Seok which has been being published online since 2006.</p><p>Itâ€™s a sitcom with cheeky imagination, unexpected turn of events, and raucous laughter."
61,When Time Stops,"['Fantasy', 'Romance']",KBS-W,"This drama is about a man goes back and forth in the time-space continuum, with no regard for the passing of time and aging.</p><p>Joon Woo (<a href=""http://star.koreandrama.org/kim-hyun-joong/"" rel=""noopener noreferrer"" target=""_blank"">Kim Hyun Joong</a>) leads a lonely existence due to his special ability. One day, he meets Sun Ah (<a href=""http://star.koreandrama.org/ahn-ji-hyun/"" rel=""noopener noreferrer"" target=""_blank"">Ahn Ji Hyun</a>), a woman who makes time matter for the first time in his life. Will he be able to be with her? ."
62,My Healing Love,"['Family', 'Romance']",MBC,"This drama tells the story of the rise and eventual success of a woman comes from an underprivileged background.</p><p>Im Chi Woo (<a href=""http://star.koreandrama.org/soh-yoo-jin/"" rel=""noopener noreferrer"" target=""_blank"">So Yoo Jin</a>) is an unfortunate woman. She is a national superwoman who never wanted to be a kind daughter, daughter-in-law or a wife, but was unwillingly sacrificed by her family. She is married to immature Park Wan Seung (<a href=""http://star.koreandrama.org/yoon-jong-hoon/"" rel=""noopener noreferrer"" target=""_blank"">Yoon Jong Hoon</a>) and she works several part-time jobs to support her family. Under her difficult situation, she keeps smiling and maintaining her positive attitude. Meanwhile, Choi Jin Yoo (<a href=""http://star.koreandrama.org/yun-jung-hoon/"" rel=""noopener noreferrer"" target=""_blank"">Yun Jung Hoon</a>) is a divorcee and he has a daughter. He works hard and tries live positively for his daughter."
63,Twelve Nights,['Romance'],Channel A,"This drama is a 100% Pre-Producution drama.</p><p>Han Yoo Kyung (<a href=""http://star.koreandrama.org/han-seung-yeon/"" rel=""noopener"" target=""_blank"">Han Seung Yeon</a>) takes a trip to Korea after graduating from college in the United States and ends up fighting with her boyfriend and breaking up. She meets Cha Hyun Oh (<a href=""http://star.koreandrama.org/shin-hyun-soo/"" rel=""noopener"" target=""_blank"">Shin Hyun Soo</a>), who took an impulsive trip to Korea after quitting his job in Japan. The two share a walk on the beach and then part ways.</p><p>But Yoo Kyung and and Hyun Oh surprisingly keep bumping into each other over the course of three different trips and end up spending 12 nights together. Could this be just coincidence or something much more?"
64,Dae Jang Geum Is Watching,"['Sitcom', 'Food', 'Romance']",MBC,"The drama is about the descendants of the main characters from hit MBC drama <em>â€œ<a href=""https://www.koreandrama.org/dae-jang-geum/"" rel=""noopener"" target=""_blank"">Jewel in the Palace</a>â€œ</em>.</p><p>Itâ€™s tell the story of three siblings, Han San Hae (<a href=""http://star.koreandrama.org/shin-dong-wook/"" rel=""noopener"" target=""_blank"">Shin Dong Wook</a>), Han Jin Mi (<a href=""http://star.koreandrama.org/lee-yul-eum/"" rel=""noopener"" target=""_blank"">Lee Yul Eum</a>), and Han Jung Shik (<a href=""http://star.koreandrama.org/kim-hyun-joon/"" rel=""noopener"" target=""_blank"">Kim Hyun Joon</a>), as they each devour delicious food, fall in love, and struggle through the difficulties in life. Meanwhile, Bok Sung Ah (<a href=""http://star.koreandrama.org/kwon-yu-ri/"" rel=""noopener"" target=""_blank"">Kwon Yoo Ri</a>) is a new employee in the sales team, working at the same company as Han San Hae."
65,Matrimonial Chaos,"['Romance', 'Comedy', 'Family']",KBS2,"This drama is based on the 2013 Japanese Fuji TV drama <em>â€œ<a href=""https://ja.wikipedia.org/wiki/%E6%9C%80%E9%AB%98%E3%81%AE%E9%9B%A2%E5%A9%9A"" rel=""noopener"" target=""_blank"">Saikou no Rikon</a>â€œ</em>.</p><p>It explores the different thoughts of men and women in their thirties about love, marriage and family in a modern age when divorce is more common."
66,"Miss Ma, Nemesis","['Melodrama', 'Mystery']",SBS,"This drama is Based on novel series <em>â€œ<a href=""https://en.wikipedia.org/wiki/Miss_Marple"" rel=""noopener"" target=""_blank"">Miss Marple</a>â€œ</em> by <a href=""https://en.wikipedia.org/wiki/Agatha_Christie"" rel=""noopener"" target=""_blank"">Agatha Christie</a>.</p><p>Itâ€™s tells the story of a woman who is falsely accused of killing her daughter as she embarks on a journey to prove her innocence."
